	CTR19A_CD140a	CTR19B_CD140a	CTR19C_CD140a	CTR19F_CD140a	HD20C_CD140a	HD20D_CD140a	HD20E_CD140a	HD20F_CD140a	HD20G_CD140a
ENSG00000136918	1.96	0.23	0.48	1.44	0.65	0.89	1.13	0.33	0.39
ENSG00000136925	46.9	43.38	37.4	41.81	50.92	69.28	58.32	27.79	77.57
ENSG00000136928	50.95	28.92	27.14	42.09	6.32	5.52	11.54	7.3	5.44
ENSG00000136929	0.05	0	0.05	0	0	0	0	0	0
ENSG00000136930	188.1	154.32	169.26	167.09	165.56	168.2	189.43	256.69	174.59
ENSG00000136931	0	0	0.18	0.07	0	0	0.07	0	0.06
ENSG00000136932	12.76	13.17	7.71	11.2	8.52	12.8	7.99	9.76	11.05
ENSG00000136933	16.95	12.36	12.8	15.56	19.64	16.04	17.93	21.98	17.13
ENSG00000136935	36.07	29.07	24.23	33.64	26.79	30.45	34.64	15	39.62
ENSG00000136936	27.82	24.72	18.2	31.7	20.79	23.6	24.65	18.18	35.56
ENSG00000136937	40.13	30.64	35.33	46.13	37.95	41.71	51.48	45.72	51.98
ENSG00000136938	145.05	120.88	156.35	149.16	175.53	149.72	152.57	205.4	165.97
ENSG00000136939	0	0	0	0	0	0	0	0	0
ENSG00000136940	29.09	16.35	20.79	24.85	20.78	25.15	30.12	47.33	32.07
ENSG00000136942	777.38	947.96	1058.1	597.15	851.4	804.38	628.51	984.67	615.27
ENSG00000136943	3.98	8.88	8.62	6.75	4.85	6.66	5.52	4.82	5.32
ENSG00000136944	1.04	0.02	0.14	0.16	0	0.03	0	0	0
ENSG00000136950	33.78	43.51	33.19	29.53	36.12	30.98	31.02	30.85	36.12
ENSG00000136960	2.36	2.43	13.2	4.87	1.49	1.09	1.24	1.04	0.24
ENSG00000136982	6.45	7.81	8.27	7.02	13.04	13	10.28	15.04	14.19
ENSG00000136986	38.04	28.27	33.56	41.62	37.02	41.98	57.79	55.17	43.33
ENSG00000136997	45.77	17.85	24.41	33.19	12.83	9.67	9.57	8.4	8.62
ENSG00000136999	0.17	1.1	0.34	0.66	0.21	0	0.63	0.14	0
ENSG00000137033	12.39	10.84	5.83	22.42	12.3	15.2	35.57	22.21	17.22
ENSG00000137038	42.41	37.15	35.03	30.76	25.81	15.48	21.23	30.83	20.91
ENSG00000137040	24.22	12.9	15.66	24.9	23.38	24.24	27.58	31.09	33.49
ENSG00000137054	18.39	15.28	13.87	18.6	17.19	18.69	20.61	28.59	16.94
ENSG00000137055	41.34	24.38	22.53	34.86	37.05	37.07	42.28	48.19	40.45
ENSG00000137070	20.42	50.81	37.61	35.13	49.36	66.16	33.85	5.55	59.87
ENSG00000137073	30.8	23.15	24.6	24.98	37.45	36.88	37.09	32.05	39.36
ENSG00000137074	29.99	22.88	29.62	21.46	25.82	28.34	36.88	26.45	30.83
ENSG00000137075	45	29.89	32.61	31.8	48.89	49.72	53.63	73.25	54.23
ENSG00000137076	65.65	76.24	100.97	59.85	108.32	79.9	118.05	77.41	51.28
ENSG00000137077	0	0	0	0	0	0	0	0	0
ENSG00000137078	0	0	0	0	0	0	0	0	0
ENSG00000137080	0	0	0	0	0	0	0.1	0.08	0.04
ENSG00000137090	0	0	0	0	0	0	0	0	0
ENSG00000137094	55.24	38.16	33.51	58.74	47.61	63.37	47.67	60.43	52.16
ENSG00000137098	4.49	3.06	6.43	10.91	5.42	4.51	5.84	0.56	4.09
ENSG00000137100	197.72	166.73	170.93	152.96	153.16	182.76	154.52	197.4	155.45
ENSG00000137101	2.23	0.5	0.85	1.84	1.55	2.51	0.85	0.51	1.38
ENSG00000137103	33.16	24.3	23.86	34.45	37.14	40.54	26.86	32.08	27.65
ENSG00000137106	79.08	87.15	89.37	86.59	113.26	124.62	108.5	115.44	93.89
ENSG00000137124	10.01	9.03	16.1	7.22	14.56	16.47	12.37	25.7	11.56
ENSG00000137133	23.92	35.6	35.63	29.17	27.54	28.96	39.13	36.42	30.61
ENSG00000137135	5.71	21.32	7.88	6.97	20.03	16.04	16.71	7.84	16.57
ENSG00000137142	35.92	11.9	22.45	6.94	49.14	65.64	56	162.08	55.13
ENSG00000137145	34.41	23.54	28.92	37.48	30.21	34.09	41.8	32.56	38.71
ENSG00000137154	1402.82	1242.97	1563.37	1157.43	1250.33	1159.88	1164.44	1833.94	1215.28
ENSG00000137161	30.98	32.64	41.48	30.42	42.59	30.21	39.19	49.21	31.39
ENSG00000137166	10.46	18.45	10.22	4.66	18.5	12.91	12.71	24.05	7.85
ENSG00000137168	50.24	34.67	37.3	42.3	33.41	32.42	38.56	56.03	28.97
ENSG00000137171	46	45.33	39.63	45.42	49.25	57.09	42.5	19.41	49.3
ENSG00000137177	63.65	19.96	23.12	56.77	17.67	18.09	25.24	16.5	15.56
ENSG00000137185	31.68	38.66	26.09	25.9	36.22	47.67	39.73	23.71	62.91
ENSG00000137193	12.2	26.47	25.15	11.38	40.28	36.15	29.96	29.65	36.5
ENSG00000137198	6.68	2.82	3.53	4.4	1.97	0.83	1.62	2.22	0.62
ENSG00000137200	45.36	47.27	45.17	45.69	48.81	62.3	66.05	37.31	61.21
ENSG00000137203	0.22	1.24	0.69	0.8	0.66	0.08	0.27	0.42	0.1
ENSG00000137204	1.03	0.25	0.42	0.29	0.24	0.24	0.08	0	0.57
ENSG00000137207	131.42	109.43	119.01	108.98	129.84	139.28	142.23	127.82	106.43
ENSG00000137210	87.41	71.72	84.6	88.26	72.38	89.91	83.83	92.08	94.46
ENSG00000137216	33.11	28.88	34.97	35.14	35.1	31.57	41.45	22.52	23.03
ENSG00000137218	9.34	9.23	9.16	8.86	14.08	18.79	11.36	11.77	13.77
ENSG00000137221	35.91	57.43	44.59	38.08	42.85	50.25	47.89	15.93	36.74
ENSG00000137225	0	0	0	0.03	0	0	0.04	0	0
ENSG00000137251	0	0	0	0	0	0	0	0	0
ENSG00000137252	0	0	0	0.03	0.07	0	0	0	0
ENSG00000137261	0.38	0.3	0.32	0.65	0.13	0.17	0.3	0.16	0.33
ENSG00000137265	0.08	0	0	0.06	0.12	0.03	0.23	0.05	0.09
ENSG00000137266	19.37	29.76	20.7	21.07	44.2	40.27	26.34	35.15	34.13
ENSG00000137267	293.16	301.48	282.62	191.91	415.05	480.04	305.86	590.87	330.31
ENSG00000137269	16.36	14.3	22.63	18.89	18.38	21.52	26.16	14.08	28.8
ENSG00000137270	0	0.2	0	0.03	0.05	0	0	0	0.12
ENSG00000137273	0.61	3.13	0.62	1.34	0	0	1.02	0.11	0
ENSG00000137274	33.05	39.9	41.42	36.81	43.92	46.88	53.02	41.76	56.95
ENSG00000137275	12.65	16.07	15.22	11.23	17.38	12.28	19.13	10.72	16.88
ENSG00000137285	842.91	654.8	598.75	471.95	965.27	1114.76	733.82	1603.48	700.13
ENSG00000137288	82.28	95.68	97.11	72.43	93.52	93.2	80.57	94.49	96.31
ENSG00000137309	97.11	81.78	81.66	90.2	83.38	69.88	52.64	112.86	47.16
ENSG00000137310	9.53	22.86	17.47	14.24	23.23	28.36	26.81	27.34	25.88
ENSG00000137312	144.42	185.66	166.64	123.5	210.27	141.91	173.91	159.83	136.06
ENSG00000137331	5.19	12.59	40.14	6.15	16.19	1.48	8.04	3.49	2.65
ENSG00000137337	49.59	53.46	42.79	41.1	52.5	55.5	66.51	36.13	56.13
ENSG00000137338	16.24	15.65	13.63	16.01	20.49	28.22	23.18	15.45	29.96
ENSG00000137343	144.66	88.36	70.35	102.73	100.63	118.62	116.4	101.24	113.4
ENSG00000137364	11.52	8.18	7.15	12.48	5.26	5.76	5.25	5.95	4.73
ENSG00000137392	0	0	0	0	0.35	0	0	0	0
ENSG00000137393	0.81	0.62	1.13	0.61	0	0.06	0.19	0.11	0.03
ENSG00000137404	27.03	52.4	46.54	29.24	58.36	57.42	53.33	63.94	57.4
ENSG00000137409	126.26	163.54	148.03	126.16	171.01	191.35	207.96	135.3	162.74
ENSG00000137411	68.87	95.81	53.33	74.3	79.42	95.22	67.36	15.76	83.96
ENSG00000137413	10.31	10.73	12.23	11.38	18.3	14.5	16.87	10.2	14.16
ENSG00000137414	27.93	12.25	15.02	22.03	15.92	20.15	23.1	21.16	25.01
ENSG00000137434	2.76	2.66	3.24	4.11	1.58	0	3.44	1.8	0.64
ENSG00000137440	0	0	0	0	0	0	0	0	0
ENSG00000137441	0.62	1.6	0.88	0.04	1.3	0	0.44	0.42	0.12
ENSG00000137449	16.85	13.43	26.79	23.53	19.75	14.73	26.03	11.4	18.23
ENSG00000137460	3.72	3.37	3.85	2.54	3.29	3.77	4.61	1.86	3.96
ENSG00000137462	0.38	2.51	0	0.21	0.53	0	0.19	0	0
ENSG00000137463	1.06	1.06	2.39	1.64	4.18	3.65	4.29	5.76	5.65
ENSG00000137473	0.68	0.08	0.36	0.76	0	0	0.04	0.19	0.02
ENSG00000137474	0.98	1.46	1.81	1.04	0.67	1.18	1.29	0.13	1.4
ENSG00000137478	57.72	23.74	21.27	65.21	35.09	35.31	41.68	44.95	39.96
ENSG00000137486	1.69	1.81	1.84	5.27	1.99	2.29	3.86	4.18	1.83
ENSG00000137491	0	0	0	0.03	0	0	0	0.18	0
ENSG00000137492	62.98	32.48	36.84	47.95	51.16	54.88	65.61	78.33	66.38
ENSG00000137494	9.33	6.4	8.81	8.29	8.51	3.21	7.28	5.04	5.56
ENSG00000137496	12.11	18.87	14.52	14.48	18.82	22.75	21.87	3.23	19.02
ENSG00000137497	189.22	199.72	177.42	180.49	247.72	328.59	283.97	185.17	254.73
ENSG00000137500	93.6	52.83	61.22	65.77	71.24	67.23	97.53	95.6	71.47
ENSG00000137501	28.45	23.19	48.93	23.66	15.33	3.42	20.71	1.58	2.7
ENSG00000137502	14.34	7.44	12.3	16.29	12.35	13.77	21.47	21.09	14.68
ENSG00000137504	120.23	105.04	85.85	95.82	138.05	150.85	147.1	22.14	186.82
ENSG00000137507	0.17	1.83	0.48	0.97	0.61	0.07	0.05	0	0.05
ENSG00000137509	113.62	59.1	76.65	92.26	84.72	54.92	126.88	110.27	48.34
ENSG00000137513	27.26	14.11	10.03	18.27	19.23	20.65	19.5	31.24	30.38
ENSG00000137522	24.93	16.13	22.65	26.13	22	17.73	28.32	20.42	21.46
ENSG00000137547	53.76	44.31	59.44	50.67	53.99	46.19	58.29	74.49	55.52
ENSG00000137558	60.66	42.63	31.83	53.69	17.99	11.9	27.57	9.15	10.91
ENSG00000137561	0.33	0.71	0.42	0.38	1.32	0.59	0.77	0.81	1.68
ENSG00000137563	52.78	64.55	77.4	49.55	78.6	68.5	87.66	99.34	92.72
ENSG00000137571	6.51	7.76	7.52	5.25	30.17	16.43	9.07	12.09	21.43
ENSG00000137573	13.02	5.91	118.18	18.87	14.17	4.44	11.91	6.35	3.27
ENSG00000137574	16.32	10.74	12.11	16.18	11.47	13.31	14.64	18.45	15.45
ENSG00000137575	176.35	112.17	152.4	149.48	132.26	111.15	208.93	255.86	126.12
ENSG00000137601	18.26	10.5	10.9	19.39	10.35	11.89	18.75	11.45	15.43
ENSG00000137628	3.97	4.79	6.12	4.17	4.13	6.3	9.22	7.38	6.6
ENSG00000137634	0	0	0	0.03	0	0	0	0	0
ENSG00000137642	11.82	10.34	11.99	32.85	14.03	38.27	28.94	36.69	41.84
ENSG00000137648	0	0	0	0.02	0	0	0	0	0
ENSG00000137656	21.36	27.96	23.82	19.21	34.41	48.56	36.42	34.68	45.48
ENSG00000137672	0.16	0	0.05	0.08	0.05	0	0	0	0.13
ENSG00000137673	0.41	3.38	2.75	0.48	2.14	0.29	3.22	0.39	0.21
ENSG00000137674	0	0	0	0	0	0	0.05	0	0
ENSG00000137675	0	0	0	0.1	0	0	0	0	0
ENSG00000137691	1.05	0.57	0.21	1.63	1.65	1.86	4.76	2.35	0.83
ENSG00000137692	34.17	23.87	31.28	27.44	30.31	34.8	35.48	43.47	31.27
ENSG00000137693	23.42	29.11	35.33	21.06	30.9	17.76	42.02	47.09	22.75
ENSG00000137699	0.39	0	0	0.24	0	0	0	0	0.38
ENSG00000137700	20.36	35.68	23.96	27.04	33.41	35.41	35.85	29.6	31.56
ENSG00000137707	0	0	0	0	0	0	0	0	0
ENSG00000137709	0.1	1.85	1.89	0.24	0.3	0	0	0	0
ENSG00000137710	182.79	93.97	118.19	154.19	111.15	128.56	184.02	235.94	129.79
ENSG00000137713	19.53	16.53	15.75	18.54	23.52	20.17	24.08	13.64	24.74
ENSG00000137714	10.1	6.24	7.85	7.35	9.03	8.79	8.44	13.42	9.33
ENSG00000137720	22.57	11.61	12.34	16.62	6.45	4.09	11.15	8.25	7.27
ENSG00000137726	503.71	207.59	241.52	488.92	365.03	641.71	599.06	687.35	521
ENSG00000137727	0.07	0.18	0.09	0.1	0.02	0.1	0.14	0.05	0.01
ENSG00000137731	1.02	2.36	1.96	2.21	0.42	2.09	2.58	0.13	1.54
ENSG00000137745	0	0.1	0.87	0.04	0.05	0	0	0	0
ENSG00000137747	0	0	0	0	0	0.16	0.05	0	0.19
ENSG00000137752	1.6	1.31	3.55	0.87	2.37	3.16	8.57	2.81	2.31
ENSG00000137757	0	0	0	0.08	0	0	0	0	0
ENSG00000137760	8.81	4.5	5.04	7.19	5.05	4.44	5.6	5.19	7.09
ENSG00000137764	23.1	19.8	22.16	22.73	23.83	26.25	28.18	32.39	30.96
ENSG00000137766	5.62	0.23	0.59	2.32	0.32	0.01	0.06	0.02	0
ENSG00000137767	0.99	0.7	3.04	1.41	0.27	0.44	0.71	0.34	0.3
ENSG00000137770	40.31	17.98	23.76	34.38	35.13	46.12	40.92	72.19	49.75
ENSG00000137776	127.32	121.85	104.61	103.89	121.74	132.56	154.69	53.88	149
ENSG00000137801	16.91	35.52	48.15	32.16	35.26	2.15	37.38	3.95	1.66
ENSG00000137802	23.48	23.45	22.43	31.95	39.78	37.03	33.48	9.4	28.91
ENSG00000137804	147.08	181.23	130.38	131.12	258.64	289.74	325.17	368.05	298.17
ENSG00000137806	17.1	17.35	15.04	17.85	16.24	10.87	13.96	13.63	12.23
ENSG00000137807	27.68	49.79	53.04	29.82	57.32	61.1	65.49	42.96	64.55
ENSG00000137808	0	0	0	0	0	0	0	0	0
